id,ts,track_id,result,mode,image_path
1,2026-06-11 17:44:28.370000,1,PASS,STRICT,D:\PROJECT\PYTHON\EXT_CAM_POINT_AND_CALL\captures\20260611_174428_309224_PASS_id1.jpg
